Symbol,Name,Last_Sale,Net_Change,Percent_Change,Market_Cap,Volume,Sector,Industry
CRH,CRH PLC Ordinary Shares,$92.50 ,-0.74,-0.79%,63028254210,3862300,Industrials,Building Materials
JD,JD.com Inc. American Depositary Shares,$39.90 ,1.91,5.03%,62727511552,44857642,Consumer Discretionary,Other Specialty Stores
EMR,Emerson Electric Company Common Stock,$109.22 ,0.32,0.29%,62550294000,3174199,Technology,Consumer Electronics/Appliances
PSA,Public Storage Common Stock,$356.64 ,0.14,0.04%,62418571092,790705,Real Estate,Real Estate Investment Trusts
NXPI,NXP Semiconductors N.V. Common Stock,$244.93 ,2.69,1.11%,62391736545,2444024,Technology,Semiconductors
DHI,D.R. Horton Inc. Common Stock,$190.35 ,2.34,1.25%,62061732274,1550658,Consumer Discretionary,Homebuilding
AFL,AFLAC Incorporated Common Stock,$110.59 ,0.52,0.47%,61933309733,2301598,Finance,Accident &Health Insurance
NEM,Newmont Corporation,$53.90 ,-1.63,-2.94%,61846438623,9714310,Basic Materials,Precious Metals
AJG,Arthur J. Gallagher & Co. Common Stock,$279.45 ,1.46,0.53%,61227495000,740364,Finance,Specialty Insurers
NTES,NetEase Inc. American Depositary Shares,$93.58 ,2.45,2.69%,60093017248,3326444,Technology,Computer Software: Prepackaged Software
SLB,Schlumberger N.V. Common Stock,$42.29 ,1.12,2.72%,60045085574,14873151,Energy,Oilfield Services/Equipment
ROP,Roper Technologies Inc. Common Stock,$553.80 ,1.3,0.24%,59366620677,310496,Industrials,Industrial Machinery/Components
FTNT,Fortinet Inc. Common Stock,$77.45 ,0.24,0.31%,59242123438,2987218,Technology,Computer peripheral equipment
DASH,DoorDash Inc. Class A Common Stock,$142.23 ,-0.79,-0.55%,58533523081,2403589,Consumer Discretionary,Business Services
ADSK,Autodesk Inc. Common Stock,$271.90 ,-1.46,-0.53%,58458500000,614886,Technology,Computer Software: Prepackaged Software
CM,Canadian Imperial Bank of Commerce Common Stock,$61.21 ,-1.03,-1.66%,57818348820,1024391,Finance,Commercial Banks
MET,MetLife Inc. Common Stock,$82.48 ,0.94,1.15%,57762793216,3296703,Finance,Life Insurance
HLT,Hilton Worldwide Holdings Inc. Common Stock ,$234.36 ,1.45,0.62%,57752654453,1419165,Consumer Discretionary,Hotels/Resorts
TFC,Truist Financial Corporation Common Stock,$42.52 ,0.19,0.45%,56940379026,5329409,Finance,Major Banks
COF,Capital One Financial Corporation Common Stock,$149.09 ,1.31,0.89%,56930932807,1512295,Finance,Major Banks
NSC,Norfolk Southern Corporation Common Stock,$246.47 ,2.13,0.87%,55725987842,889532,Industrials,Railroads
PSX,Phillips 66 Common Stock,$131.05 ,0.37,0.28%,54853491432,2564346,Energy,Integrated oil Companies
MPC,Marathon Petroleum Corporation Common Stock,$163.65 ,0.21,0.13%,54771044783,1556206,Energy,Integrated oil Companies
SPG,Simon Property Group Inc. Common Stock,$167.71 ,1.3,0.78%,54680735763,1397166,Real Estate,Real Estate Investment Trusts
O,Realty Income Corporation Common Stock,$62.73 ,0.25,0.40%,54629525050,4302885,Real Estate,Real Estate Investment Trusts
AZO,AutoZone Inc. Common Stock,"$3,196.61 ",7.52,0.24%,54607081274,115649,Consumer Discretionary,Auto & Home Supply Stores
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,$94.31 ,-0.52,-0.55%,54166006060,3255728,Consumer Discretionary,Other Consumer Services
URI,United Rentals Inc. Common Stock,$814.10 ,11.44,1.43%,53841212581,383427,Consumer Discretionary,Diversified Commercial Services
TRV,The Travelers Companies Inc. Common Stock,$236.11 ,0.06,0.03%,53816890882,964451,Finance,Property-Casualty Insurers
TTD,The Trade Desk Inc. Class A Common Stock,$109.45 ,0.09,0.08%,53803197872,1700386,Technology,Computer Software: Programming Data Processing
BK,The Bank of New York Mellon Corporation Common Stock,$71.70 ,0.2,0.28%,52911552678,3311583,Finance,Major Banks
DLR,Digital Realty Trust Inc. Common Stock,$161.16 ,-0.9,-0.56%,52765564173,1549236,Real Estate,Real Estate Investment Trusts
MFC,Manulife Financial Corporation Common Stock,$29.53 ,-0.1,-0.34%,52511509352,1080636,Finance,Life Insurance
GM,General Motors Company Common Stock,$46.48 ,0.67,1.46%,52239900091,13298251,Consumer Discretionary,Auto Manufacturing
HMC,Honda Motor Company Ltd. Common Stock,$32.22 ,-1.39,-4.14%,51862465218,753562,Consumer Discretionary,Auto Manufacturing
E,ENI S.p.A. Common Stock,$30.61 ,0.42,1.39%,51668729468,142334,Energy,Oil & Gas Production
JCI,Johnson Controls International plc Ordinary Share,$77.21 ,0.67,0.88%,51577326118,3796224,Industrials,Industrial Machinery/Components
PCAR,PACCAR Inc. Common Stock,$98.13 ,0.32,0.33%,51441887785,2107657,Consumer Discretionary,Auto Manufacturing
MNST,Monster Beverage Corporation,$52.46 ,0.45,0.87%,51386876509,4434576,Consumer Staples,Beverages (Production/Distribution)
LEN,Lennar Corporation Class A Common Stock,$187.03 ,3.98,2.17%,51359195659,1758230,Consumer Discretionary,Homebuilding
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,$16.39 ,0.09,0.55%,51177775000,1051146,Telecommunications,Telecommunications Equipment
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),$4.01 ,-0.13,-3.14%,50898228090,4036948,Finance,Major Banks
KDP,Keurig Dr Pepper Inc. Common Stock,$37.42 ,0.12,0.32%,50744752227,4627645,Consumer Staples,Beverages (Production/Distribution)
CCI,Crown Castle Inc. Common Stock,$116.61 ,1.83,1.59%,50674892620,2269811,Real Estate,Real Estate Investment Trusts
GWW,W.W. Grainger Inc. Common Stock,"$1,035.94 ",-7.99,-0.77%,50580498766,148067,Industrials,Office Equipment/Supplies/Services
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,$11.79 ,-0.01,-0.09%,50343300000,82281178,Basic Materials,Metal Mining
ROST,Ross Stores Inc. Common Stock,$151.56 ,-1.26,-0.82%,50281925106,1727333,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CPRT,Copart Inc. (DE) Common Stock,$52.06 ,-0.05,-0.10%,50097213212,3035692,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ALC,Alcon Inc. Ordinary Shares,$99.64 ,0.56,0.57%,49790108000,517715,Health Care,Ophthalmic Goods
ALL,Allstate Corporation (The) Common Stock,$188.36 ,-0.33,-0.18%,49734685344,890714,Finance,Property-Casualty Insurers
ARES,Ares Management Corporation Class A Common Stock,$156.91 ,0.86,0.55%,49111819970,513261,Finance,Investment Managers
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$10.67 ,0.08,0.76%,48674613766,3646440,Consumer Discretionary,Package Goods/Cosmetics
STLA,Stellantis N.V. Common Shares,$16.06 ,0.42,2.69%,48550970566,7645137,Consumer Discretionary,Auto Manufacturing
KMB,Kimberly-Clark Corporation Common Stock,$142.54 ,0.36,0.25%,48008103025,1689413,Consumer Discretionary,Containers/Packaging
PAYX,Paychex Inc. Common Stock,$132.99 ,0,0.00%,47893277894,1670683,Consumer Discretionary,Diversified Commercial Services
COIN,Coinbase Global Inc. Class A Common Stock,$191.23 ,11.3,6.28%,47516393822,10544280,Finance,Finance: Consumer Services
AIG,American International Group Inc. New Common Stock,$73.34 ,0.22,0.30%,47227398170,2851655,Finance,Life Insurance
STZ,Constellation Brands Inc. Common Stock,$258.40 ,3.35,1.31%,47085123965,1377319,Consumer Staples,Beverages (Production/Distribution)
FICO,Fair Isaac Corproation Common Stock,"$1,919.65 ",-4.16,-0.22%,47067001873,107571,Consumer Discretionary,Business Services
SU,Suncor Energy  Inc. Common Stock,$36.80 ,0.29,0.79%,46737199827,3034130,Energy,Integrated oil Companies
CHTR,Charter Communications Inc. Class A Common Stock New,$326.22 ,9.21,2.91%,46565030023,1314261,Telecommunications,Cable & Other Pay Television Services
OXY,Occidental Petroleum Corporation Common Stock,$51.03 ,1.12,2.24%,46213570192,15676930,Energy,Oil & Gas Production
AMP,Ameriprise Financial Inc. Common Stock,$468.62 ,1.11,0.24%,46013170318,603754,Finance,Investment Managers
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,$151.22 ,1.64,1.10%,45958580068,1349213,Technology,Electronic Components
RCL,Royal Caribbean Cruises Ltd. Common Stock,$177.54 ,-5.27,-2.88%,45702407341,2387954,Consumer Discretionary,Marine Transportation
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),$14.54 ,-0.11,-0.75%,45626911533,1628905,Health Care,Biotechnology: Pharmaceutical Preparations
MPLX,MPLX LP Common Units Representing Limited Partner Interests,$44.68 ,0.22,0.50%,45599717158,1009434,Energy,Natural Gas Distribution
FIS,Fidelity National Information Services Inc. Common Stock,$83.13 ,0.19,0.23%,45352895678,2075786,Consumer Discretionary,Business Services
MSCI,MSCI Inc. Common Stock,$576.15 ,8.88,1.57%,45314186553,560534,Consumer Discretionary,Business Services
MPWR,Monolithic Power Systems Inc. Common Stock,$924.99 ,-19.4,-2.05%,45095112480,571703,Technology,Semiconductors
BCS,Barclays PLC Common Stock,$12.30 ,-0.05,-0.41%,45029887716,6632177,Finance,Commercial Banks
CMI,Cummins Inc. Common Stock,$326.40 ,1.78,0.55%,44732351654,553567,Industrials,Industrial Machinery/Components
LHX,L3Harris Technologies Inc. Common Stock,$234.99 ,3.43,1.48%,44578822598,777468,Industrials,Industrial Machinery/Components
KVUE,Kenvue Inc. Common Stock,$23.26 ,0.13,0.56%,44546792701,12450027,Consumer Discretionary,Specialty Chemicals
CPNG,Coupang Inc. Class A Common Stock,$24.81 ,-0.11,-0.44%,44501805941,4130677,Consumer Discretionary,Catalog/Specialty Distribution
COR,Cencora Inc. Common Stock,$224.92 ,1.04,0.47%,44319772104,1082543,Health Care,Other Pharmaceuticals
PWR,Quanta Services Inc. Common Stock,$296.74 ,0.38,0.13%,43718638620,818719,Industrials,Engineering & Construction
VLO,Valero Energy Corporation Common Stock,$135.97 ,-0.65,-0.48%,43562135089,2935847,Energy,Integrated oil Companies
MCHP,Microchip Technology Incorporated Common Stock,$80.59 ,0.28,0.35%,43236944155,6496144,Technology,Semiconductors
PRU,Prudential Financial Inc. Common Stock,$120.81 ,0.27,0.22%,43129170000,893287,Finance,Life Insurance
F,Ford Motor Company Common Stock,$10.78 ,0.1,0.94%,42853191604,45435017,Consumer Discretionary,Auto Manufacturing
IQV,IQVIA Holdings Inc. Common Stock,$234.79 ,-1.44,-0.61%,42802217000,858549,Health Care,Biotechnology: Commercial Physical & Biological Resarch
KHC,The Kraft Heinz Company Common Stock,$35.37 ,0.57,1.64%,42765120587,8653865,Consumer Staples,Packaged Foods
APP,Applovin Corporation Class A Common Stock,$127.75 ,-0.38,-0.30%,42700256989,2326367,Technology,Computer Software: Programming Data Processing
ACGL,Arch Capital Group Ltd. Common Stock,$113.41 ,0.84,0.75%,42648719748,1356217,Finance,Property-Casualty Insurers
A,Agilent Technologies Inc. Common Stock,$148.06 ,1.32,0.90%,42541734968,2212993,Industrials,Biotechnology: Laboratory Analytical Instruments
FLUT,Flutter Entertainment plc Ordinary Shares,$238.33 ,-5.7,-2.34%,42365052462,1858552,Technology,Computer Software: Programming Data Processing
ODFL,Old Dominion Freight Line Inc. Common Stock,$196.71 ,1.38,0.71%,42154274744,1773866,Industrials,Trucking Freight/Courier Services
IDXX,IDEXX Laboratories Inc. Common Stock,$511.78 ,2.75,0.54%,42122512478,279189,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
GEHC,GE HealthCare Technologies Inc. Common Stock ,$91.99 ,-0.5,-0.54%,42008360653,12621599,Health Care,Medical Electronics
TEAM,Atlassian Corporation Class A Common Stock,$161.22 ,-1.92,-1.18%,41921715772,1428747,Technology,Computer Software: Prepackaged Software
OTIS,Otis Worldwide Corporation Common Stock ,$104.43 ,1.05,1.02%,41829934318,3657107,Technology,Consumer Electronics/Appliances
NDAQ,Nasdaq Inc. Common Stock,$72.60 ,0.04,0.06%,41813268466,2765838,Finance,Investment Bankers/Brokers/Service
GIS,General Mills Inc. Common Stock,$74.38 ,0.39,0.53%,41292718833,2960501,Consumer Staples,Packaged Foods
SQ,Block Inc. Class A Common Stock,$66.97 ,0.45,0.68%,41229745650,7323338,Technology,Computer Software: Prepackaged Software
HES,Hess Corporation Common Stock,$133.61 ,2.94,2.25%,41167232991,1488947,Energy,Integrated oil Companies
FAST,Fastenal Company Common Stock,$71.52 ,-0.13,-0.18%,40955649358,2251225,Consumer Discretionary,RETAIL: Building Materials
AEM,Agnico Eagle Mines Limited Common Stock,$81.82 ,-2.26,-2.69%,40900696084,2161035,Basic Materials,Precious Metals
KR,Kroger Company (The) Common Stock,$56.52 ,1.05,1.89%,40891444433,3299641,Consumer Staples,Food Chains
CTVA,Corteva Inc. Common Stock ,$58.58 ,0.56,0.97%,40551829260,2434472,Consumer Staples,Farming/Seeds/Milling
HWM,Howmet Aerospace Inc. Common Stock,$99.21 ,-0.09,-0.09%,40492224880,1543587,Industrials,Metal Fabrications
EW,Edwards Lifesciences Corporation Common Stock,$66.58 ,0.81,1.23%,40107792000,5166950,Health Care,Industrial Specialties
AME,AMETEK Inc.,$172.07 ,0.1,0.06%,39840393498,1183353,Industrials,Industrial Machinery/Components
TCOM,Trip.com Group Limited American Depositary Shares,$61.32 ,4.64,8.19%,39655138355,15382536,Consumer Discretionary,Business Services
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,$5.31 ,-0.05,-0.93%,39612552210,426988,Finance,Commercial Banks
IR,Ingersoll Rand Inc. Common Stock,$98.08 ,1.67,1.73%,39573727884,3873150,Industrials,Industrial Machinery/Components
YUM,Yum! Brands Inc.,$139.92 ,1.85,1.34%,39340607080,2778310,Consumer Discretionary,Restaurants
CNC,Centene Corporation Common Stock,$74.58 ,0.88,1.19%,39231317400,3800348,Health Care,Medical Specialities
IT,Gartner Inc. Common Stock,$508.94 ,-7.53,-1.46%,39218669055,263244,Consumer Discretionary,Other Consumer Services
HSY,The Hershey Company Common Stock,$193.36 ,2.84,1.49%,39114366688,1112124,Consumer Staples,Specialty Foods
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),$9.34 ,-0.08,-0.85%,38783659074,2881558,Finance,Commercial Banks
DOW,Dow Inc. Common Stock ,$55.08 ,0.36,0.66%,38606730222,5513535,Industrials,Major Chemicals
HUM,Humana Inc. Common Stock,$319.57 ,6.53,2.09%,38476758806,1217291,Health Care,Medical Specialities
GLW,Corning Incorporated Common Stock,$44.87 ,-0.41,-0.91%,38395295838,3940289,Industrials,Telecommunications Equipment
EA,Electronic Arts Inc. Common Stock,$144.65 ,1.04,0.72%,38216520019,1603099,Technology,Computer Software: Prepackaged Software
SNOW,Snowflake Inc. Class A Common Stock,$113.92 ,1.43,1.27%,38185984000,7119301,Technology,Computer Software: Prepackaged Software
SYY,Sysco Corporation Common Stock,$77.66 ,-0.3,-0.39%,38171488553,4083956,Consumer Discretionary,Food Distributors
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,$76.89 ,-0.31,-0.40%,38111141775,4426029,Technology,EDP Services
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,$26.18 ,-0.05,-0.19%,38024691699,21368,Finance,Major Banks
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),$2.40 ,0.04,1.70%,37809199882,58602747,Consumer Staples,Beverages (Production/Distribution)
CBRE,CBRE Group Inc Common Stock Class A,$123.17 ,-0.31,-0.25%,37743159726,1817338,Finance,Real Estate
IMO,Imperial Oil Limited Common Stock,$70.29 ,1.61,2.34%,37663968883,432976,Energy,Integrated oil Companies
RKT,Rocket Companies Inc. Class A Common Stock,$18.93 ,0.11,0.58%,37660254899,1809305,Finance,Finance: Consumer Services
LVS,Las Vegas Sands Corp. Common Stock,$51.12 ,2.72,5.62%,37646389935,16745180,Consumer Discretionary,Hotels/Resorts
VRSK,Verisk Analytics Inc. Common Stock,$264.25 ,-0.74,-0.28%,37635493378,751965,Technology,EDP Services
EXR,Extra Space Storage Inc Common Stock,$177.23 ,0.62,0.35%,37560122615,1558774,Real Estate,Real Estate Investment Trusts
DD,DuPont de Nemours Inc. Common Stock,$89.54 ,0.35,0.39%,37382512418,2581415,Industrials,Major Chemicals
VRT,Vertiv Holdings LLC Class A Common Stock,$98.41 ,-2.21,-2.20%,36918290570,7030374,Technology,Industrial Machinery/Components
BIDU,Baidu Inc. ADS,$105.17 ,2.61,2.55%,36877747442,8494686,Technology,Computer Software: Programming Data Processing
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,$79.18 ,0.13,0.16%,36470385359,1047645,Consumer Staples,Beverages (Production/Distribution)
BKR,Baker Hughes Company Class A Common Stock,$36.18 ,1.41,4.06%,35942068634,9948147,Industrials,Metal Fabrications
HEI,Heico Corporation Common Stock,$259.32 ,-1.94,-0.74%,35941202501,446787,Industrials,Aerospace
EFX,Equifax Inc. Common Stock,$290.39 ,-0.23,-0.08%,35931813777,745650,Finance,Finance: Consumer Services
EL,Estee Lauder Companies Inc. (The) Common Stock,$99.87 ,-0.91,-0.90%,35825284906,3819473,Consumer Discretionary,Package Goods/Cosmetics
LULU,lululemon athletica inc. Common Stock,$280.01 ,11.19,4.16%,35811171085,2934005,Consumer Discretionary,Apparel
NUE,Nucor Corporation Common Stock,$150.13 ,-0.46,-0.31%,35631555141,894965,Industrials,Steel/Iron Ore
DDOG,Datadog Inc. Class A Common Stock,$114.20 ,-0.01,-0.01%,35528803112,2288482,Technology,Computer Software: Prepackaged Software
GOLD,Barrick Gold Corporation Common Stock (BC),$20.23 ,-0.78,-3.71%,35457816507,19720821,Basic Materials,Precious Metals
DB,Deutsche Bank AG Common Stock,$17.33 ,-0.03,-0.17%,35353200000,1520075,Finance,Major Banks
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,$274.91 ,0.34,0.12%,35293086829,459538,Health Care,Biotechnology: Pharmaceutical Preparations
CVNA,Carvana Co. Class A Common Stock,$169.78 ,-1.43,-0.84%,35134877277,1668528,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RMD,ResMed Inc. Common Stock,$239.00 ,-3.56,-1.47%,35116776441,1131069,Health Care,Medical/Dental Instruments
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,$24.12 ,-0.145,-0.60%,35025417888,28737,Finance,Major Banks
DFS,Discover Financial Services Common Stock,$139.25 ,0.92,0.67%,34961711945,967838,Finance,Finance: Consumer Services
VICI,VICI Properties Inc. Common Stock,$33.12 ,0.23,0.70%,34682361414,3885854,Real Estate,Real Estate Investment Trusts
MSTR,MicroStrategy Incorporated Common Stock Class A,$176.22 ,10.24,6.17%,34243193754,17264569,Technology,Computer Software: Prepackaged Software
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,$116.73 ,-0.58,-0.49%,34241090969,1403425,Real Estate,Real Estate Investment Trusts
HIG,Hartford Financial Services Group Inc. (The) Common Stock,$116.78 ,0.26,0.22%,34218224201,1110361,Finance,Property-Casualty Insurers
VEEV,Veeva Systems Inc. Class A Common Stock,$210.85 ,1.42,0.68%,34143743839,724243,Technology,Computer Software: Prepackaged Software
HPQ,HP Inc. Common Stock,$35.41 ,-1.44,-3.91%,34125247263,9961635,Technology,Computer Manufacturing
WIT,Wipro Limited Common Stock,$6.47 ,-0.13,-1.97%,33806644452,2109027,Technology,EDP Services
GRMN,Garmin Ltd. Common Stock (Switzerland),$173.99 ,-0.84,-0.48%,33443284108,800251,Industrials,Industrial Machinery/Components
SLF,Sun Life Financial Inc. Common Stock,$57.82 ,-0.28,-0.48%,33413237962,781343,Finance,Life Insurance
DAL,Delta Air Lines Inc. Common Stock,$51.54 ,-0.27,-0.52%,33264912165,10929335,Consumer Discretionary,Air Freight/Delivery Services
